id,pred
578a8a6ec2ec786046a9310a,0.0019387142965570092
57ad8d4cc2ec781e011a2788,0.0021806175354868174
579f4cecc2ec7809c02cb3fe,0.8194343447685242
57984fbcc2ec786e3bd6a74c,0.0018097612773999572
57bf4c69c2ec780bcd107666,0.0019364937907084823
57a941bac2ec78774ed6e160,0.0023782106582075357
578c1aa0c2ec785e4720e4ad,0.001854326343163848
57bd36e1c2ec78235fd888fa,0.8295912146568298
57c145e1c2ec784a4c65caa0,0.0018029175698757172
5775f1c876bf511ce57b07be,0.0021642581559717655
579aeaacc2ec783ed2de01dc,0.0018061272567138076
57bc65cdc2ec780da941d097,0.0033852870110422373
57971eaac2ec781a6d738026,0.0022636489011347294
57a23f79c2ec785be45b1e37,0.0018378996755927801
5795e161c2ec781ee63b3789,0.0018110908567905426
57c07d80c2ec781be62641b5,0.9456534385681152
57982fadc2ec7824745a9c85,0.9854634404182434
577f5101c2ec78650ae7802a,0.001803509658202529
57984b57c2ec787d2f0a6442,0.035101909190416336
5786ee06c2ec7813ca9b5f34,0.0018024018500000238
577e13f1c2ec7874c5a27d29,0.0018195533193647861
57995ba7c2ec780a5072d4dc,0.001804512576200068
57b6666fc2ec780594ce1dec,0.00569256953895092
57bda873c2ec781e9a6e1971,0.9856488108634949
57bd9176c2ec7866b8837d15,0.9858798980712891
578ee5f4c2ec78463e4e27c5,0.002941153710708022
578736bbc2ec7830ed6071dd,0.012682557106018066
57a84ddcc2ec7813ce3b1245,0.001807135995477438
57be6715c2ec786117586833,0.0018119143787771463
579ec0bfc2ec7832d6f2e88d,0.001895748544484377
57be9e35c2ec7825862b5ee5,0.0018198980251327157
57b653c8c2ec78075e87c831,0.002098354510962963
57ad68d8c2ec781622aef40f,0.005579425487667322
57887411c2ec783a43fd77c8,0.9835172295570374
577f1b91c2ec78235aed1d4f,0.15887294709682465
57b41465c2ec784fb3176ecd,0.004854454193264246
57ac4ae9c2ec78591e04703c,0.2513211667537689
57aa9d93c2ec783392e47110,0.006682397797703743
57c145c7c2ec784a4c65ca97,0.0018036762485280633
5799850ac2ec787d301ef2d9,0.24418897926807404
577c9ac8c2ec780a3a1d080c,0.0021330227609723806
578304bbc2ec78752a40b56e,0.0018190512200817466
57bbf2c2c2ec7858e538cb91,0.004679176490753889
578524ebc2ec782d135f0f55,0.9838521480560303
57c4d2f9c2ec787e06711fb5,0.0018171335104852915
57be34b4c2ec7829f86e3d4b,0.0018045882461592555
57abe214c2ec7834f4808269,0.0018231032881885767
57bd458cc2ec784adebc13d7,0.0018101162277162075
57770c1ec2ec78567f6f5b31,0.9487708806991577
57bf832fc2ec7817cfb29a01,0.024239912629127502
57b75488c2ec78391721cde8,0.001802114536985755
577d3921c2ec7814154d2e04,0.5832976698875427
57ab07efc2ec78186b75bb2c,0.002691808855161071
57be857fc2ec786029bfac27,0.001804459374397993
577a3976c2ec7877284ff620,0.0019542917143553495
57b8a486c2ec787c408a6523,0.0018117842264473438
5791780ec2ec786ec3920114,0.0018016222165897489
57aa6dbac2ec7854a275bab4,0.0256901066750288
57902ad0c2ec78263b90399a,0.0215056873857975
57a29e3dc2ec783eccfbb9c1,0.00183202198240906
57ad14efc2ec7873e6acf5e0,0.0064131151884794235
57ac6f10c2ec787673a884fa,0.012367920018732548
579d61d3c2ec78290f1cd06a,0.985690176486969
579dc443c2ec7803e38175d9,0.0024726255796849728
